,latitud,longitud,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_type_Casa,property_type_Departamento,property_type_PH
43,-34.6286465,-58.3618713,4.0,3.0,70.0,70.0,0,1,0
49,-34.6100272,-58.4019341,4.0,2.0,137.20571398351132,104.0,0,1,0
53,-34.6238858,-58.4127457,2.0,1.0,61.0,46.0,0,0,1
55,-34.6255875,-58.4230558,4.0,2.0,104.0,54.0,0,0,1
57,-34.620748,-58.4120041,3.0,2.0,59.0,55.0,0,1,0
60,-34.6305379,-58.4192214,3.0,2.0,50.0,50.0,0,1,0
61,-34.6275659,-58.4119371,4.0,3.0,100.0,100.0,0,1,0
62,-34.6275659,-58.4119371,4.0,3.0,100.0,100.0,0,0,1
226,-34.6383565,-58.4659987,4.0,3.0,80.0,75.0,0,1,0
227,-34.6297358,-58.4607885,5.0,4.0,171.0,150.0,0,1,0
228,-34.6385523,-58.4632778,3.0,2.0,116.0,79.0,0,0,1
229,-34.6308835,-58.4645877,3.0,2.0,62.0,58.0,0,1,0
231,-34.6252977,-58.4599977,3.0,2.0,57.0,53.0,0,1,0
277,-34.5481942,-58.4690506,2.0,1.0,37.0,33.0,0,1,0
281,-34.5494914,-58.4574914,2.0,1.0,102.0,88.0,0,1,0
283,-34.541616,-58.4733768,3.0,2.0,70.0,62.0,0,1,0
285,-34.5573015479,-58.4685730934,1.0,1.0,44.0,38.0,0,1,0
288,-34.5412501,-58.4729664,3.0,2.0,73.0,73.0,0,1,0
291,-34.554780352,-58.464217186,2.0,1.0,55.0,52.0,0,1,0
308,-34.6060474,-58.4278131,2.0,1.0,45.0,42.0,0,1,0
309,-34.611332,-58.427498,2.0,1.0,41.0,38.0,0,1,0
318,-34.5636726,-58.48074,1.0,1.0,22.0,22.0,0,1,0
319,-34.5629503984,-58.4751892092,2.0,1.0,42.0,39.0,0,1,0
320,-34.55792,-58.478867,1.0,1.0,39.0,36.0,0,1,0
395,-34.6404984,-58.5290395,3.0,2.0,66.0,60.0,0,1,0
400,-34.5808488,-58.4248094,2.0,1.0,39.0,39.0,0,1,0
404,-34.5952421,-58.4289526,5.0,3.0,140.0,120.0,0,0,1
408,-34.5795242,-58.4079468,4.0,3.0,134.17010294891787,101.0,0,1,0
410,-34.5767411,-58.4048299,5.0,4.0,400.0,255.58619383928436,0,1,0
414,-34.5808548551,-58.4269261743,1.0,1.0,35.0,35.0,0,1,0
416,-34.5947451,-58.4136728,2.0,1.0,45.0,40.0,0,1,0
424,-34.5770444,-58.4340299,2.0,2.0,41.0,38.0,0,1,0
425,-34.575231,-58.4200433,3.0,2.0,51.0,49.0,0,1,0
426,-34.5891968,-58.4227001,1.0,1.0,32.0,28.0,0,1,0
431,-34.5859869,-58.4112318,2.0,1.0,39.0,39.0,0,1,0
434,-34.5831538,-58.4353109,4.0,3.0,181.0,133.0,1,0,0
438,-34.5750525227,-58.4079581683,4.0,3.0,282.0,256.0,0,1,0
439,-34.5845107,-58.4264183,1.0,1.0,34.0,34.0,0,1,0
442,-34.5870715,-58.4268846,3.0,2.0,52.0,52.0,0,1,0
446,-34.578974,-58.412193,3.0,2.0,65.0,59.0,0,1,0
448,-34.5778545,-58.4087962,5.0,4.0,304.0,294.0,0,1,0
449,-34.5794262,-58.4334386,1.0,1.0,41.0,25.0,0,1,0
454,-34.5811991,-58.4108286,3.0,2.0,71.0,65.0,0,1,0
456,-34.5977922,-58.4189442,2.0,1.0,48.46698857095027,32.0,0,1,0
457,-34.5831527,-58.404647,3.0,2.0,77.0,74.0,0,1,0
462,-34.5818342978242,-58.42465082921276,2.0,1.0,50.0,50.0,0,1,0
463,-34.5818342978242,-58.42465082921276,3.0,2.0,185.0,185.0,0,1,0
464,-34.5799339,-58.429597,2.0,1.0,38.0,35.0,0,1,0
469,-34.5786665,-58.4137467,4.0,3.0,147.0,147.0,0,1,0
626,-34.6292715,-58.3721389,2.0,1.0,55.0,50.0,0,1,0
629,-34.5665362,-58.4482462,4.0,3.0,214.0,196.0,0,1,0
632,-34.5767211062,-58.4618424006,2.0,1.0,32.0,32.0,0,1,0
637,-34.5634846,-58.4652521,3.0,2.0,80.0,65.0,0,1,0
644,-34.5593263,-58.4459349,1.0,1.0,38.0,35.0,0,1,0
646,-34.5562581,-58.4638335,2.0,1.0,33.0,33.0,0,1,0
647,-34.5679161,-58.4521627,4.0,3.0,133.0,121.0,0,1,0
649,-34.5571084,-58.4595431,3.0,2.0,61.0,61.0,0,1,0
653,-34.5671905,-58.4581445,4.0,3.0,226.0,94.0,0,1,0
654,-34.554763,-58.453853,2.0,1.0,65.0,47.0,0,1,0
657,-34.5756429893,-58.4480176706,3.0,2.0,55.0,55.0,0,1,0
658,-34.5573015479,-58.4685730934,1.0,1.0,25.0,16.2394009045388,0,1,0
659,-34.562142,-58.444676,6.0,4.0,236.0,210.0,0,1,0
662,-34.5605912,-58.4635989,2.0,1.0,51.0,45.0,0,1,0
669,-34.554556,-58.4390235,1.0,1.0,42.0,38.0,0,1,0
670,-34.56251995666168,-58.453841022697546,4.0,3.0,180.0,103.0,0,1,0
671,-34.5582056,-58.4429231,4.0,3.0,135.0,115.18768811092121,0,1,0
672,-34.568799,-58.4469617,1.0,1.0,36.0,35.0,0,1,0
705,-34.6414872299,-58.4806193963,3.0,2.0,74.0,70.75770050760367,0,1,0
709,-34.6317358,-58.4836777,4.0,3.0,95.0,88.0,0,1,0
712,-34.6199893,-58.4925517,5.0,3.0,151.0,80.0,0,0,1
713,-34.624001,-58.4951395,7.0,4.0,201.0,111.0,0,0,1
714,-34.6301421,-58.4926019,2.0,1.0,111.0,100.0,0,0,1
804,-34.5878297,-58.4017545,4.0,3.0,133.1582326040534,100.0,0,1,0
805,-34.5941304,-58.3872857,4.0,2.0,144.0,144.0,0,1,0
807,-34.5925992,-58.3926311,4.0,2.0,124.0,117.0,0,1,0
814,-34.5927917,-58.3979827,1.0,1.0,28.0,28.0,0,1,0
815,-34.587503,-58.405774,4.0,3.0,75.0,70.0,0,1,0
816,-34.5885263776,-58.3847004175,7.0,4.0,295.0,295.0,0,1,0
818,-34.5955522871,-58.3864776265,4.0,3.0,90.0,89.0,0,1,0
823,-34.5955636,-58.3973668,4.0,3.0,100.0,100.0,0,1,0
824,-34.598347,-58.3873577,2.0,1.0,48.0,39.0,0,1,0
827,-34.5911505,-58.3930589,5.0,3.0,202.8243539319459,161.0,0,1,0
829,-34.5874743,-58.3953788,1.0,1.0,25.0,25.0,0,1,0
830,-34.5972398,-58.3962947,4.0,3.0,153.0,144.0,0,1,0
833,-34.5957324,-58.3833332,3.0,2.0,65.0,65.0,0,1,0
834,-34.5861934,-58.3968154,9.0,4.0,390.0,340.0,0,1,0
836,-34.546824,-58.4826985,2.0,1.0,50.0,37.0,0,1,0
838,-34.5469034,-58.4787972,1.0,1.0,50.0,43.0,0,1,0
852,-34.6087672997,-58.4018021822,4.0,2.0,93.0,81.0,0,1,0
853,-34.6126576,-58.3946543,2.0,1.0,32.0,32.0,0,1,0
856,-34.6190263,-58.4337336,4.0,3.0,183.0,137.0,0,1,0
858,-34.6113663,-58.4480365,4.0,3.0,93.0,83.0,0,1,0
859,-34.6075323,-58.4457706,3.0,2.0,110.0381471399269,85.0,0,1,0
861,-34.6204835,-58.432955,2.0,1.0,42.0,38.0,0,1,0
862,-34.6191927,-58.4380794,3.0,2.0,58.0,58.0,0,1,0
863,-34.6196180013,-58.4519563847,2.0,1.0,35.0,35.0,0,1,0
867,-34.6248952,-58.4347141,2.0,1.0,47.0,47.0,0,1,0
869,-34.6194648894,-58.4312689304,4.0,3.0,165.0,135.0,0,1,0
874,-34.607105,-58.4316838,4.0,3.0,113.0,88.0,0,1,0
875,-34.607105,-58.4316838,3.0,2.0,71.0,62.0,0,1,0
876,-34.6173516044,-58.4341991914,4.0,3.0,82.0,71.0,0,1,0
888,-34.6456205,-58.5129227,3.0,2.0,65.0,62.0,0,1,0
892,-34.6121421958,-58.3875918388,4.0,3.0,94.0,88.0,0,1,0
895,-34.611567,-58.374021,1.0,1.0,30.0,30.0,0,1,0
898,-34.6213801,-58.3685352,1.0,1.0,45.58431000411332,37.0,0,1,0
899,-34.6140392,-58.3762534,3.0,2.0,46.0,46.0,0,1,0
900,-34.620809232508606,-58.37488909524481,3.0,2.0,86.0,78.0,0,0,1
903,-34.6220895,-58.375507,3.0,2.0,75.0,75.0,0,1,0
905,-34.5974239,-58.4924903,5.0,3.0,205.0,195.0,0,1,0
906,-34.5904504,-58.4889719,1.0,1.0,31.0,28.0,0,1,0
925,-34.577003,-58.4486632,1.0,1.0,35.0,32.0,0,1,0
927,-34.5986375,-58.3761605,2.0,1.0,52.0,50.0,0,1,0
931,-34.5709524,-58.4471974,4.0,3.0,77.0,77.0,0,1,0
1034,-34.6021819,-58.3942575,1.0,1.0,43.0,43.0,0,1,0
1038,-34.5990492,-58.3859536,3.0,2.0,68.0,67.0,0,1,0
1044,-34.625828,-58.513001,3.0,2.0,71.0,64.0,0,1,0
1064,-34.5813424,-58.4763485,3.0,2.0,146.0,73.0,0,0,1
1084,-34.59343876320982,-58.40202233299449,2.0,1.0,58.585692019595044,42.0,0,1,0
1088,-34.5936172,-58.4016954,3.0,2.0,71.0,65.0,0,1,0
1093,-34.6046601,-58.3953847,1.0,1.0,42.0,38.0,0,1,0
1097,-34.5928599,-58.4116376,2.0,1.0,48.0,47.0,0,1,0
1100,-34.5990219,-58.408783,2.0,1.0,48.0,42.79289983750472,0,1,0
1109,-34.6191522,-58.5154792,2.0,1.0,52.0,44.0,0,0,1
1110,-34.621381,-58.499481,4.0,3.0,83.0,76.0,0,0,1
1111,-34.6199515,-58.4998409,2.0,1.0,36.0,36.0,0,1,0
1123,-34.6003936,-58.3858528,2.0,1.0,55.0,46.085937224148445,0,1,0
1135,-34.6013584,-58.3795221,1.0,1.0,28.0,28.0,0,1,0
1141,-34.5984919,-58.4380896,3.0,2.0,72.0,50.0,0,0,1
1143,-34.5906204708,-58.448666927,1.0,1.0,33.0,30.0,0,1,0
1145,-34.5961877896,-58.4460711481,4.0,3.0,80.0,74.0,0,1,0
1147,-34.5959384,-58.4472619,3.0,2.0,65.0,59.0,0,1,0
1148,-34.5959688801,-58.4400177163,2.0,1.0,54.0,49.0,0,1,0
1151,-34.5999411,-58.428218,3.0,2.0,68.0,62.0,0,1,0
1152,-34.5959517,-58.4442692,1.0,1.0,40.0,39.0,0,1,0
1154,-34.6026055,-58.4285391,2.0,1.0,51.0,46.0,0,1,0
1155,-34.5872755,-58.513193,5.0,3.0,173.0,153.0,0,0,1
1156,-34.6108503073,-58.5026217375,3.0,2.0,73.0,65.0,0,1,0
1157,-34.6078694,-58.5093805,2.0,1.0,45.0,42.0,0,1,0
1158,-34.5923685,-58.5124037,4.0,3.0,113.0,104.83814203861239,0,1,0
1160,-34.6038187,-58.51075,3.0,2.0,64.0,58.0,0,0,1
1161,-34.592714,-58.515136,5.0,3.0,262.0,165.0,1,0,0
1163,-34.6107441001,-58.5032057762,4.0,3.0,131.0,65.0,0,0,1
1167,-34.684082,-58.462298,4.0,3.0,75.0,65.0,0,1,0
1171,-34.6211719,-58.3872419,3.0,2.0,56.0,52.0,0,1,0
1172,-34.6196972,-58.3826822,1.0,1.0,42.0,38.0,0,1,0
1208,-34.614249,-58.3624896,4.0,3.0,225.0,184.0,0,1,0
1212,-34.6121094,-58.3625477,4.0,3.0,195.0,195.0,0,1,0
1214,-34.6096138,-58.3626168,4.0,3.0,175.0,175.0,0,1,0
1219,-34.6275659,-58.4119371,4.0,3.0,100.0,100.0,1,0,0
1228,-34.583688,-58.469951,2.0,1.0,51.0,45.0,0,1,0
1229,-34.583688,-58.469951,2.0,1.0,51.0,45.0,0,1,0
1230,-34.583688,-58.469951,2.0,1.0,43.0,38.0,0,1,0
1231,-34.583688,-58.469951,2.0,1.0,51.0,45.0,0,1,0
1233,-34.5731798,-58.4868964,5.0,3.0,120.0,20.0,0,1,0
1234,-34.5716488,-58.502035,3.0,2.0,72.0,69.81683268284833,0,1,0
1237,-34.5751187,-58.4769237,4.0,3.0,121.0,102.0,0,0,1
1240,-34.580818,-58.491051,2.0,1.0,66.0,56.0,0,1,0
1242,-34.580818,-58.491051,2.0,1.0,66.0,56.0,0,1,0
1358,-34.6322764,-58.4320656,2.0,1.0,43.0,43.0,0,1,0
1359,-34.6320697,-58.4440675,2.0,1.0,46.0,46.0,0,1,0
1360,-34.6317967,-58.4527948,3.0,2.0,60.0,57.0,0,1,0
1361,-34.644476,-58.4394838,3.0,2.0,122.0,53.0,0,0,1
1362,-34.6397092,-58.4170509,5.0,4.0,313.0,163.0,0,0,1
1364,-34.6144600395,-58.4762495756,2.0,1.0,49.0,45.0,0,1,0
1365,-34.6108503073,-58.5026217375,3.0,2.0,73.0,65.0,0,1,0
1368,-34.6129101,-58.481386,3.0,2.0,66.0,56.0,0,1,0
1369,-34.5994962,-58.4882558,3.0,2.0,95.0,65.0,0,1,0
1370,-34.6507741,-58.4791586,4.0,3.0,64.0,52.0,0,1,0
1371,-34.5776914,-58.508447,4.0,3.0,92.68341880947432,60.0,0,0,1
1372,-34.5797132,-58.5131743,2.0,1.0,42.0,38.0,0,1,0
1377,-34.5858308,-58.4978477,2.0,1.0,44.0,38.0,0,1,0
1410,-34.6113284,-58.4661454,2.0,1.0,39.0,39.0,0,1,0
1411,-34.6045263,-58.4635572,2.0,1.0,65.0,52.0,0,1,0
1412,-34.6078478,-58.3765323,1.0,1.0,27.0,27.0,0,1,0
1437,-34.6352941,-58.417107,4.0,3.0,149.0,96.0,0,0,1
1441,-34.6191229,-58.4684698,4.0,3.0,205.0,137.0,0,0,1
1442,-34.6305389,-58.4741847,4.0,3.0,88.0,75.0,0,0,1
1452,-34.5502619,-58.4643807,3.0,2.0,145.0,100.0,0,0,1
1454,-34.6095518988,-58.4161816802,1.0,1.0,33.0,33.0,0,0,1
1469,-34.61880110829379,-58.44193100337841,4.0,3.0,96.0,75.0,0,0,1
1470,-34.6289129,-58.4463135,5.0,3.0,208.0,104.0,0,0,1
1471,-34.6188681,-58.3876957,3.0,2.0,99.91944369128214,75.0,0,0,1
1472,-34.613540268,-58.37246418,3.0,2.0,68.0,40.0,0,0,1
1473,-34.6253367,-58.3663489,4.0,3.0,244.0,244.0,0,0,1
1477,-34.5760225,-58.4483554,4.0,3.0,155.0,115.0,0,0,1
1491,-34.5847586,-58.4877231,4.0,3.0,144.0,108.0,0,0,1
1492,-34.5877568,-58.4801798,2.0,1.0,59.0,35.0,0,0,1
1495,-34.6104422,-58.5114024,3.0,2.0,92.0,79.22551093040181,0,0,1
1498,-34.6121505,-58.5267771,4.0,3.0,228.0,85.0,0,0,1
1499,-34.6193111,-58.383071,3.0,2.0,64.0,43.0,0,0,1
1510,-34.5759049,-58.4893246,4.0,2.0,228.0,163.0,0,0,1
1520,-34.6339465,-58.4261173,2.0,1.0,52.51446995040818,36.0,0,0,1
1521,-34.6092784,-58.4908033,2.0,1.0,63.0,56.0,0,0,1
1523,-34.5788271,-58.510325,3.0,2.0,97.0,68.0,0,0,1
1529,-34.6090796,-58.4743124,4.0,2.0,105.0,80.0,0,0,1
1726,-34.5681353,-58.4426368,5.0,4.0,260.0,200.0,1,0,0
1769,-34.6235808,-58.4840513,10.0,6.0,322.4722626320363,240.0,1,0,0
1800,-34.616128,-58.394715,8.0,7.0,164.0,143.0,1,0,0
1801,-34.6193825,-58.4356189,4.0,3.0,94.0,94.0,1,0,0
1861,-34.641978,-58.49266,5.0,4.0,293.0,293.0,1,0,0
2205,-34.6278111,-58.3600718,2.0,1.0,48.0,43.0,0,1,0
2208,-34.6165036,-58.4089169,3.0,2.0,59.0,54.0,0,1,0
2212,-34.6008729,-58.4057603,3.0,2.0,60.0,60.0,0,1,0
2215,-34.6216664,-58.4238198,3.0,2.0,77.0,70.0,0,1,0
2216,-34.6334374329,-58.4231901169,3.0,2.0,44.0,44.0,0,1,0
2218,-34.62055,-58.415905,4.0,3.0,154.0,75.0,0,1,0
2266,-34.6297473562,-58.4552907944,4.0,3.0,280.0,220.0,0,1,0
2269,-34.6162392165,-58.4590888023,3.0,2.0,68.0,60.0,0,1,0
2270,-34.62859968478451,-58.46320900035563,1.0,1.0,33.0,30.0,0,1,0
2272,-34.6317187648,-58.4596946604,2.0,1.0,47.0,40.0,0,1,0
2274,-34.6379295,-58.4511133,3.0,2.0,55.0,54.0,0,1,0
2276,-34.6353162,-58.464665,3.0,1.0,46.0,39.0,0,1,0
2278,-34.631826,-58.4675671,1.0,1.0,33.0,30.0,0,1,0
2279,-34.6186488,-58.4605918,2.0,1.0,56.0,46.0,0,1,0
2280,-34.6449359,-58.452901,4.0,3.0,102.80212225811908,70.0,0,1,0
2307,-34.5411267,-58.4658608,2.0,1.0,100.0,69.0,0,1,0
2311,-34.5412501,-58.4729664,2.0,1.0,52.0,44.0,0,1,0
2313,-34.5690582651,-58.4900093079,2.0,1.0,45.0,39.0,0,1,0
2316,-34.553595,-58.4662776,2.0,1.0,70.0,66.0,0,1,0
2319,-34.5958094975,-58.3785742521,3.0,3.0,94.0,84.0,0,1,0
2321,-34.5968354,-58.385224,3.0,2.0,84.0,77.0,0,1,0
2327,-34.6183671925,-58.4197275973,3.0,2.0,59.0,53.0,0,1,0
2331,-34.6021474,-58.4191061,3.0,2.0,77.0,67.0,0,1,0
2333,-34.608097,-58.4212975,3.0,2.0,69.0,69.0,0,1,0
2334,-34.6168866,-58.421474,3.0,2.0,63.0,55.0,0,1,0
2335,-34.6081313,-58.4330112,3.0,2.0,64.0,60.0,0,1,0
2338,-34.5750413,-58.471586,1.0,1.0,65.0,40.0,0,1,0
2340,-34.5632545,-58.4701586,3.0,2.0,63.0,58.0,0,1,0
2344,-34.5786297365,-58.4071750355,2.0,1.0,50.0,47.0,0,1,0
2346,-34.5785214,-58.4133422,2.0,1.0,40.0,38.0,0,1,0
2351,-34.57956,-58.428412,1.0,1.0,40.0,40.0,0,1,0
2354,-34.5891652,-58.4127993,4.0,2.0,116.0,103.0,0,1,0
2357,-34.5847031,-58.4420118,2.0,1.0,47.0,43.0,0,1,0
2361,-34.5872249,-58.4086333,4.0,3.0,89.0,77.0,0,1,0
2364,-34.5693409713,-58.4345519543,1.0,1.0,36.0,36.0,0,1,0
2368,-34.5758608308,-58.4068042252,4.0,3.0,146.0,138.0,0,1,0
2370,-34.5795637,-58.4331576,2.0,1.0,38.0,38.0,0,1,0
2373,-34.586943,-58.419568,2.0,1.0,73.0,59.0,0,1,0
2376,-34.5781107,-58.4325058,1.0,1.0,36.0,32.0,0,1,0
2380,-34.596805,-58.4156803,3.0,2.0,62.0,54.0,0,1,0
2389,-34.582522,-58.423268,1.0,1.0,32.0,28.0,0,1,0
2391,-34.5818342978242,-58.42465082921276,3.0,2.0,85.0,78.0,0,1,0
2392,-34.5819455,-58.4280529,1.0,1.0,42.0,40.0,0,1,0
2393,-34.5799137,-58.4325091,3.0,2.0,101.0,71.0,0,1,0
2396,-34.5818342978242,-58.42465082921276,3.0,2.0,47.0,47.0,0,1,0
2398,-34.5835944,-58.4235633,3.0,2.0,80.0,66.0,0,1,0
2402,-34.588712,-58.4360865,2.0,1.0,30.0,30.0,0,1,0
2404,-34.5773672,-58.4392644,2.0,1.0,45.0,40.0,0,1,0
2405,-34.5887659,-58.4251753,3.0,2.0,50.0,50.0,0,1,0
2406,-34.5904905,-58.4240249,2.0,1.0,47.0,42.0,0,1,0
2407,-34.586332,-58.431743,1.0,1.0,23.0,23.0,0,1,0
2412,-34.5858958,-58.4407227,2.0,1.0,61.0,51.0,0,1,0
2510,-34.6321588,-58.3730234,3.0,2.0,76.0,68.0,0,1,0
2513,-34.5660801,-58.4650261,2.0,1.0,53.0,45.145069399393094,0,1,0
2514,-34.5554768,-58.4643468,3.0,2.0,129.0,77.0,0,1,0
2515,-34.56789,-58.452636,5.0,4.0,131.0,121.0,0,1,0
2517,-34.5690264,-58.4497966,3.0,2.0,117.0,104.0,0,1,0
2523,-34.5630465,-58.4504135,3.0,2.0,75.0,70.0,0,1,0
2524,-34.5575725129,-58.4599256516,1.0,1.0,40.0,40.0,0,1,0
2525,-34.5675266,-58.4635844,3.0,2.0,77.0,74.0,0,1,0
2532,-34.5732105,-58.4616783,4.0,3.0,109.0,95.0,0,1,0
2537,-34.5647932,-58.4379851,4.0,3.0,125.0,111.0,0,1,0
2539,-34.5653105,-58.4625233,4.0,3.0,112.92082570676386,80.0,0,1,0
2545,-34.56251995666168,-58.453841022697546,3.0,2.0,87.0,80.0,0,1,0
2549,-34.5647932,-58.4379851,4.0,3.0,149.0,130.0,0,1,0
2551,-34.5566153,-58.4523765,4.0,3.0,133.1582326040534,100.0,0,1,0
2552,-34.5639326,-58.4651224,1.0,1.0,36.0,32.0,0,1,0
2554,-34.5536683,-58.4370019,2.0,1.0,57.0,57.0,0,1,0
2555,-34.5546674,-58.4489496,6.0,4.0,221.0,206.0,0,1,0
2556,-34.5690522,-58.4504889,2.0,1.0,43.0,36.0,0,1,0
2560,-34.606582,-58.3878825,1.0,1.0,40.0,40.0,0,1,0
2561,-34.6066763,-58.3914241,6.0,5.0,140.0,140.0,0,1,0
2601,-34.593436225,-58.4097352463,3.0,2.0,80.0,74.0,0,1,0
2603,-34.5893144,-58.4062381,1.0,1.0,36.0,33.0,0,1,0
2606,-34.5901018,-58.4058396,3.0,2.0,45.0,44.0,0,1,0
2607,-34.5913525,-58.4087729,6.0,4.0,264.0,246.0,0,1,0
2608,-34.5868209,-58.3885307,8.0,6.0,384.0,384.0,0,1,0
2610,-34.5870835,-58.402621,3.0,2.0,54.0,49.0,0,1,0
2611,-34.5937106,-58.3919515,3.0,2.0,103.0,100.0,0,1,0
2612,-34.5940015,-58.4085957,5.0,3.0,176.0,160.0,0,1,0
2619,-34.5862756,-58.3945515,7.0,4.0,300.0,250.0,0,1,0
2624,-34.5846497,-58.4066027,2.0,1.0,32.0,32.0,0,1,0
2628,-34.5953494,-58.3980576,5.0,4.0,168.0,146.0,0,1,0
2630,-34.5548186,-58.47845,3.0,2.0,100.0,60.0,0,1,0
2637,-34.6067162,-58.3943177,1.0,1.0,33.44186586573959,25.0,0,1,0
2638,-34.612063,-58.411552,2.0,1.0,44.0,41.0,0,1,0
2641,-34.6058669,-58.398864,2.0,1.0,44.41950719149236,28.0,0,1,0
2643,-34.6062861944,-58.3999891059,4.0,3.0,95.0,95.0,0,1,0
2644,-34.6165036,-58.4089169,3.0,2.0,59.0,54.0,0,1,0
2648,-34.6112318,-58.4017819,5.0,4.0,122.0,108.0,0,1,0
2651,-34.602268,-58.3958762,1.0,1.0,35.0,31.0,0,1,0
2652,-34.6097592,-58.3980816,3.0,2.0,78.0,72.0,0,1,0
2653,-34.6051132152,-58.4054768085,4.0,3.0,144.0,144.0,0,1,0
2657,-34.6050602307,-58.4603977203,1.0,1.0,21.0,21.0,0,1,0
2659,-34.5631827,-58.4609478,3.0,2.0,97.0,87.0,0,1,0
2660,-34.6192164,-58.4454053,2.0,1.0,54.0,51.0,0,1,0
2662,-34.629094,-58.437762,1.0,1.0,35.0,35.0,0,1,0
2663,-34.6089749,-58.4351687,3.0,2.0,52.0,52.0,0,1,0
2666,-34.6169871,-58.445827,4.0,3.0,96.0,87.0,0,1,0
2667,-34.6225035586,-58.4317088127,3.0,2.0,54.0,46.0,0,1,0
2669,-34.6174146,-58.4564583,3.0,2.0,50.0,47.0,0,1,0
2671,-34.6109107,-58.4385155,3.0,2.0,61.0,59.0,0,1,0
2673,-34.6132341,-58.4355752,3.0,2.0,76.0,64.0,0,1,0
2675,-34.6200452,-58.433521,4.0,3.0,90.0,83.0,0,1,0
2677,-34.6051761121,-58.4591953698,1.0,1.0,22.0,22.0,0,1,0
2679,-34.6054911,-58.4313178,2.0,1.0,65.6687844336464,49.0,0,1,0
2680,-34.615166417,-58.4327816963,2.0,1.0,64.0,50.0,0,1,0
2681,-34.6051761121,-58.4591953698,1.0,1.0,22.0,22.0,0,1,0
2683,-34.6273926,-58.4283844,4.0,3.0,90.0,81.0,0,1,0
2684,-34.6075474,-58.4421945,2.0,1.0,45.0,42.0,0,1,0
2686,-34.615166417,-58.4327816963,2.0,1.0,74.0,60.0,0,1,0
2693,-34.5817782,-58.4510943,3.0,2.0,105.0,75.0,0,1,0
2697,-34.6127126,-58.3777593,3.0,2.0,131.0,100.0,0,1,0
2700,-34.6110578642,-58.3691596985,3.0,1.0,52.0,52.0,0,1,0
2701,-34.6139081778,-58.3775818348,4.0,3.0,76.0,76.0,0,1,0
2703,-34.6208853,-58.3873771,1.0,1.0,41.0,36.0,0,1,0
2706,-34.6253627,-58.3725531,1.0,1.0,55.0,50.0,0,1,0
2708,-34.6216709,-58.3755836,2.0,1.0,39.0,37.0,0,1,0
2711,-34.620821,-58.3789369,2.0,1.0,37.0,34.0,0,1,0
2724,-34.5831478046,-58.4446309423,1.0,1.0,54.0,49.0,0,1,0
2725,-34.5784776,-58.4417888,1.0,1.0,54.0,46.0,0,1,0
2727,-34.5784776,-58.4417888,2.0,1.0,47.0,44.0,0,1,0
2769,-34.59553,-58.38406,3.0,2.0,95.87196231182422,71.0,0,1,0
2773,-34.5924434634,-58.396343873,1.0,1.0,20.0,13.88723134265043,0,1,0
2777,-34.5913525,-58.4087729,5.0,4.0,268.0,246.0,0,1,0
2778,-34.59343876320982,-58.40202233299449,4.0,3.0,128.0,123.0,0,1,0
2781,-34.6008222,-58.3913095,2.0,1.0,50.0,50.0,0,1,0
2787,-34.5985412,-58.3770632,1.0,1.0,39.0,39.0,0,1,0
2793,-34.5990369,-58.4267449,1.0,1.0,28.0,28.0,0,1,0
2794,-34.5928755,-58.4450305,4.0,3.0,93.0,78.0,0,1,0
2795,-34.6048662,-58.4577913,2.0,1.0,45.0,39.0,0,1,0
2796,-34.5929196,-58.4417965,2.0,1.0,55.0,53.0,0,1,0
2799,-34.598799744,-58.4294996735,2.0,1.0,75.0,38.0,0,1,0
2803,-34.5959882,-58.4404068,1.0,1.0,33.0,29.0,0,1,0
2804,-34.595644,-58.4430163,2.0,1.0,53.0,46.0,0,1,0
2809,-34.5939566,-58.5042775,3.0,1.0,76.0,65.0,0,1,0
2810,-34.6056033,-58.5087318,2.0,1.0,47.0,45.0,0,1,0
2812,-34.6008177,-58.5185286,5.0,4.0,399.0,314.0,0,1,0
2814,-34.5960567,-58.5048248,2.0,1.0,45.0,45.0,0,1,0
2817,-34.604866,-58.516702,4.0,3.0,123.0,105.0,0,1,0
2818,-34.595795,-58.5026805,4.0,3.0,127.0,106.0,0,1,0
2819,-34.5912762,-58.5066458,3.0,2.0,77.0,71.0,0,1,0
2826,-34.6271346,-58.3829566,4.0,2.0,107.0,102.0,0,1,0
2846,-34.6110069438,-58.3663987773,4.0,3.0,428.0,428.0,0,1,0
2847,-34.6127933,-58.360048,5.0,4.0,270.0,270.0,0,1,0
2849,-34.621360208,-58.3617997169,2.0,1.0,64.0,57.0,0,1,0
2851,-34.61259885566666,-58.36254552131132,3.0,2.0,75.0,71.0,0,1,0
2852,-34.615607,-58.3627542,2.0,1.0,75.0,68.0,0,1,0
2854,-34.6201402,-58.398605,1.0,1.0,40.0,38.0,0,1,0
2856,-34.621187,-58.398483,3.0,2.0,63.0,63.0,0,1,0
2857,-34.6206412,-58.395055,3.0,2.0,62.0,57.0,0,1,0
2859,-34.5817571,-58.4703377,2.0,1.0,55.0,44.0,0,1,0
2862,-34.5801405,-58.4840763,3.0,2.0,73.0,62.0,0,1,0
2864,-34.5795755,-58.4877605,4.0,4.0,155.0,135.0,0,1,0
2868,-34.5770701,-58.4869439,5.0,3.0,98.0,88.0,0,1,0
2870,-34.584217029,-58.4821772575,1.0,1.0,35.0,32.0,0,1,0
