,latitud,longitud,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_type_Casa,property_type_Departamento,property_type_PH
347806,-34.5731873,-58.480387,4.0,3.0,99.0,78.0,0,1,0
347807,-34.5719731,-58.4935112,2.0,1.0,53.0,48.0,0,1,0
347808,-34.5710574,-58.4868189,1.0,1.0,36.0,32.0,0,1,0
347809,-34.5703182,-58.5030419,1.0,1.0,38.0,33.0,0,1,0
347810,-34.5703182,-58.5030419,2.0,1.0,52.0,42.0,0,1,0
347811,-34.569055,-58.495608,5.0,4.0,190.0,128.0,1,0,0
347812,-34.5642146,-58.4854082,3.0,2.0,108.0,62.0,0,1,0
347813,-34.5717792725,-58.4951806068,3.0,2.0,72.0,57.0,0,0,1
347814,-34.5756817388,-58.4903181577,2.0,1.0,42.0,38.0,0,1,0
347817,-34.5765218,-58.4731475,1.0,1.0,40.0,34.0,0,1,0
347818,-34.5794377,-58.492844,2.0,1.0,44.0,40.0,0,1,0
347820,-34.5870466,-58.4868524,3.0,2.0,70.0,64.0,0,1,0
347821,-34.5609302,-58.4838238,3.0,2.0,197.0,77.0,0,0,1
347822,-34.578798,-58.475707,5.0,4.0,330.0,200.0,1,0,0
347823,-34.5658202,-58.4992625,3.0,2.0,132.0,105.0,0,0,1
347993,-34.6272893,-58.4991133,4.0,3.0,364.0,364.0,1,0,0
348000,-34.635222,-58.4273315,5.0,3.0,188.0,175.0,1,0,0
348003,-34.6321638,-58.3908394,3.0,2.0,44.0,44.0,0,1,0
348006,-34.6158749,-58.4798255,2.0,1.0,46.0,43.0,0,1,0
348007,-34.6214473,-58.4865766,3.0,2.0,101.0,81.0,0,0,1
348008,-34.6194042,-58.4770281,3.0,2.0,74.0,74.0,0,1,0
348009,-34.6121068758,-58.4780359268,2.0,1.0,48.0,44.0,0,1,0
348010,-34.6191541,-58.4849554,3.0,2.0,148.0,80.0,0,0,1
348012,-34.6000018,-58.4930915,3.0,2.0,68.0,55.0,0,1,0
348013,-34.6057996,-58.4887417,3.0,2.0,55.0,55.0,0,1,0
348014,-34.6093318,-58.4977909,3.0,2.0,57.0,52.0,0,1,0
348015,-34.6058105,-58.488666,3.0,2.0,79.6820367939926,55.0,0,1,0
348017,-34.604022,-58.487906,3.0,2.0,181.0,109.0,0,0,1
348019,-34.613703,-58.4792585,1.0,1.0,36.0,32.0,0,1,0
348023,-34.5878559,-58.506919,1.0,1.0,33.0,30.0,0,1,0
348079,-34.6134107,-58.4624199,1.0,1.0,32.0,30.0,0,1,0
348081,-34.6025173,-58.468938,3.0,2.0,214.0,100.0,1,0,0
348205,-34.628636,-58.366311,2.0,1.0,41.0,38.0,0,1,0
348207,-34.6083803,-58.4071322,3.0,2.0,63.0,60.0,0,1,0
348209,-34.601365,-58.404474,3.0,2.0,74.0,65.0,0,1,0
348211,-34.62679,-58.4262282,2.0,1.0,55.550080985001614,39.0,0,1,0
348215,-34.622562316,-58.412121873,3.0,2.0,55.0,55.0,0,1,0
348217,-34.6262689998,-58.4141349792,4.0,3.0,143.0,137.0,0,0,1
348218,-34.6299063669,-58.4102075282,3.0,2.0,59.0,50.0,0,1,0
348219,-34.629627252,-58.4118128847,8.0,6.0,494.0,288.0,1,0,0
348860,-34.603788,-58.4156414,4.0,3.0,112.0,100.0,0,1,0
348884,-34.6203412,-58.4726489,4.0,3.0,204.0,122.0,1,0,0
348886,-34.615303,-58.4748036,3.0,2.0,99.0,75.0,0,0,1
348888,-34.6216603,-58.4721631,1.0,1.0,24.0,24.0,0,1,0
348890,-34.6313555,-58.471309,3.0,2.0,67.0,57.0,0,1,0
348891,-34.6211598,-58.463218,4.0,3.0,151.0,106.0,0,1,0
348894,-34.6263128,-58.4688428,3.0,2.0,63.0,57.0,0,1,0
348896,-34.626611,-58.4716105,2.0,1.0,31.0,31.0,0,1,0
348897,-34.6165009,-58.4658693,2.0,1.0,42.0,42.0,0,1,0
348898,-34.6229670747,-58.4631443024,2.0,1.0,32.0,32.0,0,1,0
348899,-34.622231,-58.458154,5.0,4.0,235.0,124.0,1,0,0
348902,-34.6278896567,-58.4769801804,2.0,1.0,35.0,35.0,0,1,0
348903,-34.6239944003,-58.4805876804,3.0,2.0,65.0,62.0,0,0,1
348904,-34.6335028,-58.4702193,2.0,1.0,80.0,40.0,0,1,0
348906,-34.637321,-58.4730683,2.0,1.0,37.0,37.0,0,1,0
348907,-34.6365744,-58.4587085,2.0,1.0,54.0,50.0,0,0,1
349005,-34.5592093,-58.4607502,4.0,3.0,122.0,114.0,0,1,0
349006,-34.5447501,-58.4619088,3.0,2.0,107.00253610533348,82.0,0,1,0
349009,-34.5574981,-58.4703134,3.0,2.0,75.0,70.0,0,1,0
349011,-34.5370584,-58.4668603,2.0,1.0,44.0,41.0,0,0,1
349013,-34.5393595871,-58.4655288167,2.0,1.0,63.0,45.0,0,1,0
349015,-34.5429849,-58.4704753,2.0,1.0,50.0,45.0,0,1,0
349018,-34.5417278,-58.4670248,5.0,3.0,349.0,290.0,1,0,0
349019,-34.5588552,-58.452458,4.0,3.0,160.0,146.0,0,1,0
349025,-34.5482575,-58.4582438,3.0,2.0,82.0,78.0,0,1,0
349039,-34.6231789669,-58.359375,2.0,1.0,45.0,45.0,0,0,1
349042,-34.5965993,-58.3742385,2.0,1.0,51.0,51.0,0,1,0
349045,-34.5987832,-58.3768303,3.0,2.0,72.0,72.0,0,1,0
349046,-34.5998118518,-58.3798631,2.0,1.0,49.0,49.0,0,1,0
349047,-34.5936091,-58.3800092,3.0,2.0,96.0,90.0,0,1,0
349059,-34.5992898,-58.4131779,1.0,1.0,29.39438448628168,21.0,0,1,0
349063,-34.6090562,-58.4213217,2.0,1.0,55.0,46.085937224148445,0,1,0
349064,-34.6090562,-58.4213217,2.0,1.0,50.0,43.73376766226007,0,1,0
349067,-34.6031426,-58.418787,2.0,1.0,49.47885891581475,33.0,0,1,0
349070,-34.6141312303,-58.4263504898,2.0,1.0,32.0,32.0,0,1,0
349073,-34.6217824,-58.4244518,1.0,1.0,44.0,40.0,0,1,0
349074,-34.6120335,-58.4231765,2.0,1.0,127.0,58.0,0,1,0
349075,-34.6120335,-58.4231765,2.0,1.0,66.0,56.0,0,1,0
349079,-34.61219268,-58.422329973,2.0,1.0,46.0,43.0,0,1,0
349082,-34.6177813769,-58.4183253577,2.0,1.0,31.0,30.0,0,1,0
349084,-34.598602262,-58.4248200947,2.0,2.0,52.0,46.0,0,1,0
349085,-34.60749084334124,-58.42187659886588,3.0,2.0,53.0,50.0,0,1,0
349086,-34.5999011384,-58.4205438423,3.0,2.0,52.0,50.0,0,1,0
349088,-34.6151372,-58.4185585,1.0,1.0,37.0,32.0,0,1,0
349094,-34.5601594,-58.4715658,3.0,2.0,73.0,63.0,0,1,0
349297,-34.6437388,-58.5173733,5.0,4.0,218.00240910491306,176.0,1,0,0
349298,-34.6515659,-58.5237153,3.0,2.0,86.0,74.0,0,1,0
349300,-34.6466948,-58.5182381,3.0,2.0,148.0,60.0,0,0,1
349303,-34.5655554,-58.4351665,4.0,3.0,210.0,190.0,0,0,1
349309,-34.5807855,-58.4144378,3.0,3.0,105.0,99.0,0,1,0
349311,-34.5813718,-58.4234583,1.0,1.0,37.0,32.0,0,1,0
349316,-34.5964756,-58.4215735,1.0,1.0,35.0,35.0,0,1,0
349318,-34.5905033,-58.4088623,4.0,3.0,99.76651122352565,67.0,0,1,0
349319,-34.5966095,-58.4192888,2.0,1.0,43.0,40.44073027561635,0,1,0
349337,-34.5788719,-58.4042564,3.0,2.0,192.0,162.0,0,1,0
349343,-34.5780095,-58.4335212,1.0,1.0,42.0,32.0,0,1,0
349344,-34.567537,-58.4368811,2.0,1.0,64.0,60.0,0,1,0
349351,-34.5918219,-58.4163876,2.0,1.0,49.0,43.0,0,1,0
349353,-34.5773065,-58.4372521,2.0,1.0,42.0,38.0,0,1,0
349357,-34.5858684,-58.412543,4.0,3.0,115.0,109.0,0,1,0
349358,-34.5775736,-58.4226458,3.0,2.0,52.0,52.0,0,1,0
349360,-34.5773248,-58.4314127,1.0,1.0,45.0,33.0,0,1,0
349363,-34.5895185,-58.4158288,4.0,3.0,102.0,92.0,0,1,0
349364,-34.5837241,-58.4420105,1.0,1.0,58.0,53.0,0,1,0
349367,-34.5820576,-58.4274526,2.0,1.0,76.0,70.0,0,1,0
349371,-34.5798343,-58.4337756,1.0,1.0,34.0,31.0,0,1,0
349372,-34.5781049,-58.4325101,2.0,1.0,60.0,60.0,0,1,0
349373,-34.5775736,-58.4226458,3.0,2.0,70.0,55.0,0,1,0
349376,-34.5814787623,-58.4148538113,4.0,3.0,160.0,146.0,0,1,0
349377,-34.5966,-58.41186,2.0,2.0,71.0,57.0,0,1,0
349383,-34.584844,-58.4122644,2.0,1.0,55.0,51.0,0,1,0
349384,-34.588943,-58.407477,3.0,2.0,79.0,79.0,0,1,0
349385,-34.5797264,-58.4293644,1.0,1.0,34.0,30.0,0,1,0
349388,-34.5884506,-58.4083528,4.0,3.0,199.0,152.0,0,1,0
349389,-34.5872472,-58.4336145,2.0,1.0,76.0,55.0,0,1,0
349390,-34.5872472,-58.4336145,2.0,1.0,46.0,42.0,0,1,0
349392,-34.5796004,-58.4078143,3.0,2.0,135.0,111.0,0,1,0
349395,-34.5883129,-58.4394148,1.0,1.0,35.0,33.0,0,1,0
349401,-34.5867096,-58.4084549,6.0,5.0,380.0,380.0,0,1,0
349402,-34.5797264,-58.4293644,2.0,1.0,91.0,50.0,0,1,0
349408,-34.5796004,-58.4078143,4.0,3.0,203.0,165.0,0,1,0
349410,-34.5811645,-58.4239379,1.0,1.0,38.0,34.0,0,1,0
349411,-34.5864483,-58.4400168,2.0,1.0,47.0,40.0,0,1,0
349414,-34.5729688078,-58.4380825983,2.0,1.0,48.0,45.0,0,1,0
349415,-34.5785911,-58.4277468,2.0,1.0,47.0,40.0,0,1,0
349416,-34.5865432,-58.4083497,3.0,2.0,71.0,65.0,0,1,0
349417,-34.5900775,-58.4136349,3.0,2.0,112.0,88.63418917795529,0,1,0
349419,-34.5797264,-58.4293644,3.0,2.0,93.0,85.0,0,1,0
349421,-34.5842134769,-58.4222830809,3.0,2.0,110.0,78.0,0,1,0
349422,-34.5716858256,-58.4323740037,3.0,2.0,85.0,76.0,0,1,0
349423,-34.5818342978242,-58.42465082921276,2.0,1.0,58.0,50.0,0,1,0
349428,-34.5803035,-58.4054707,4.0,3.0,195.0,174.0,0,1,0
349430,-34.5755947,-58.4208487,3.0,2.0,98.0,98.0,0,1,0
349652,-34.647028,-58.3707691,3.0,2.0,83.0,77.0,0,0,1
349656,-34.6286134,-58.37209,1.0,1.0,37.0,34.0,0,1,0
349657,-34.6305828,-58.3770399,6.0,3.0,250.0,228.0,0,1,0
349660,-34.5655554,-58.4351665,4.0,3.0,210.0,190.0,0,0,1
349666,-34.5447501,-58.4619088,3.0,2.0,107.00253610533348,82.0,0,1,0
349667,-34.5606753,-58.4446211,2.0,1.0,37.0,37.0,0,1,0
349669,-34.5621548,-58.442859,4.0,3.0,160.0,150.0,0,1,0
349675,-34.5631762,-58.4658631,4.0,3.0,70.0,65.0,0,1,0
349678,-34.571169,-58.4720181,4.0,3.0,238.3927484699591,204.0,1,0,0
349681,-34.5590127365,-58.4536036849,3.0,2.0,60.0,54.0,0,1,0
349684,-34.5678097,-58.4472002,3.0,2.0,57.0,57.0,0,1,0
349685,-34.5643971,-58.4509012,3.0,2.0,71.0,71.0,0,1,0
349690,-34.56154,-58.447014,1.0,1.0,42.0,38.0,0,1,0
349693,-34.5652588514,-58.4418207921,4.0,3.0,120.0,110.0,0,1,0
349694,-34.5588552,-58.452458,4.0,3.0,160.0,146.0,0,1,0
349696,-34.566126,-58.463201,4.0,2.0,89.0,84.0,0,1,0
349698,-34.5568661,-58.4666596,4.0,3.0,215.0,200.0,0,1,0
349700,-34.553921,-58.449835,1.0,1.0,39.0,35.0,0,1,0
349704,-34.5649494,-58.4343991,4.0,3.0,175.0,152.0,0,1,0
349707,-34.56191,-58.4449,4.0,3.0,124.0,118.0,0,1,0
349709,-34.5653296,-58.4366235,4.0,3.0,221.19095260726294,187.0,0,1,0
349716,-34.5658483,-58.4333821,4.0,3.0,165.0,129.30070548225143,0,1,0
349728,-34.6098208,-58.3926061,3.0,2.0,60.0,58.0,0,1,0
349733,-34.60738434819883,-58.39671111118713,3.0,2.0,74.0,74.0,0,1,0
349789,-34.6272114,-58.5142708,3.0,2.0,143.0,73.0,0,0,1
349791,-34.6335078,-58.4740813,1.0,1.0,33.0,20.002872203560194,0,1,0
349794,-34.6289351642,-58.4845590591,2.0,1.0,50.0,47.0,0,1,0
349795,-34.6317555,-58.4757766,2.0,1.0,43.0,43.0,0,0,1
349796,-34.6278322901,-58.4907895619,3.0,2.0,57.0,50.0,0,1,0
349797,-34.624874,-58.482735,2.0,1.0,42.0,35.0,0,1,0
349798,-34.623963,-58.4933257,4.0,3.0,150.0,139.0,1,0,0
349915,-34.5997584,-58.3906923,2.0,1.0,54.0,48.0,0,0,1
349921,-34.5879403,-58.396316,2.0,1.0,30.0,30.0,0,1,0
349923,-34.5892401,-58.3910319,4.0,3.0,143.2769360526982,110.0,0,1,0
349926,-34.5938449,-58.3971253,2.0,1.0,73.0,70.0,0,1,0
349927,-34.5912557,-58.3906382,2.0,1.0,40.0,40.0,0,1,0
349930,-34.5945073,-58.3968348,3.0,2.0,113.0,108.0,0,1,0
349931,-34.5987371679,-58.3893299103,1.0,1.0,27.0,27.0,0,1,0
349932,-34.593193,-58.4048123,2.0,1.0,40.0,40.0,0,1,0
349933,-34.5929330589,-58.3971651165,4.0,3.0,176.0,150.0,0,1,0
349935,-34.5870586,-58.4058304,2.0,1.0,39.0,39.0,0,1,0
349936,-34.5947349,-58.4062904,1.0,1.0,41.0,25.0,0,1,0
349937,-34.59211759327564,-58.396030216759115,1.0,1.0,30.0,30.0,0,1,0
349940,-34.59211759327564,-58.396030216759115,2.0,1.0,49.0,49.0,0,1,0
349941,-34.59881,-58.3957363,2.0,1.0,38.0,38.0,0,1,0
349943,-34.5889149234,-58.3896436676,3.0,1.0,140.0,140.0,0,1,0
349947,-34.595608,-58.40995,2.0,1.0,47.0,47.0,0,1,0
349953,-34.5959933,-58.4090665,4.0,3.0,111.0,100.0,0,1,0
349954,-34.6187291173,-58.3772277832,4.0,3.0,115.0,102.0,0,1,0
349957,-34.6004537738,-58.395774163,2.0,1.0,66.0,56.0,0,1,0
349959,-34.5898547,-58.4063161,3.0,2.0,79.0,79.0,0,1,0
349962,-34.5886556143,-58.3829111833,3.0,2.0,106.0,76.0,0,1,0
349971,-34.591525,-58.406779,5.0,4.0,195.0,165.0,0,1,0
349972,-34.6012386,-58.4011304,2.0,1.0,55.0,55.0,0,1,0
349974,-34.5947332314,-58.4039546484,3.0,2.0,83.0,80.0,0,1,0
349977,-34.5947513,-58.3935459,5.0,4.0,270.0,265.0,0,1,0
349979,-34.6011593,-58.3981059,2.0,1.0,50.0,42.0,0,1,0
349980,-34.5856354,-58.4035514,2.0,1.0,43.0,43.0,0,1,0
349983,-34.5545188,-58.4915986,2.0,1.0,56.56195132986609,40.0,0,1,0
349984,-34.554457,-58.4930037,1.0,1.0,42.0,35.0,0,1,0
349988,-34.554242,-58.4915489,1.0,1.0,34.0,30.0,0,1,0
349990,-34.544465,-58.4813288,1.0,1.0,49.0,44.0,0,1,0
349992,-34.544465,-58.4813288,1.0,1.0,47.0,37.0,0,1,0
349993,-34.5589862295,-58.4782934189,4.0,3.0,102.0,90.0,0,1,0
349994,-34.560383,-58.478627,9.0,5.0,270.0,270.0,1,0,0
349997,-34.5484658,-58.4711114,3.0,2.0,70.0,62.0,0,1,0
350000,-34.5533715,-58.4760243,2.0,1.0,113.0,69.0,0,0,1
350001,-34.5426735,-58.4737486,3.0,2.0,61.0,54.0,0,1,0
350017,-34.6022493,-58.3985346,4.0,3.0,93.0,90.0,0,1,0
350020,-34.6066036,-58.4094599,2.0,1.0,51.0,44.20420157463775,0,1,0
350022,-34.6100078,-58.4031961,3.0,2.0,88.0,81.0,0,1,0
350025,-34.6155832667,-58.4058399865,2.0,1.0,39.0,30.0,0,1,0
350030,-34.6116639,-58.410692,4.0,3.0,105.0,105.0,0,1,0
350031,-34.6116639,-58.410692,4.0,3.0,106.0,99.0,0,1,0
350034,-34.608479226536446,-58.401927271514325,3.0,2.0,70.0,55.0,0,1,0
350035,-34.6027817,-58.4072484,1.0,1.0,21.0,21.0,0,1,0
350036,-34.6075306,-58.3979654,3.0,2.0,81.0,81.0,0,1,0
350037,-34.601365,-58.404474,3.0,2.0,74.0,65.0,0,1,0
350039,-34.6019261,-58.4045737,3.0,2.0,91.0,80.0,0,1,0
350040,-34.6110914,-58.4044054,3.0,2.0,47.0,47.0,0,1,0
350042,-34.6037376,-58.4067406,4.0,3.0,99.0,94.0,0,1,0
350043,-34.6046120607,-58.3974648195,3.0,2.0,60.0,56.0,0,1,0
350044,-34.6194061,-58.4519993,3.0,2.0,97.0,84.0,0,0,1
350045,-34.6265183875,-58.4581201406,3.0,2.0,92.0,69.0,0,1,0
350048,-34.6221674,-58.4336686,3.0,2.0,83.7295181734505,59.0,0,1,0
350050,-34.61880110829379,-58.44193100337841,1.0,1.0,37.0,32.0,0,1,0
350051,-34.6287259,-58.4337297,3.0,2.0,94.86009196695974,70.0,0,1,0
350053,-34.62457,-58.4301848,2.0,1.0,61.0,40.0,0,1,0
350054,-34.6291689,-58.4492183,4.0,3.0,288.0,200.0,0,1,0
350058,-34.6248303,-58.4271131,3.0,2.0,67.0,67.0,0,1,0
350062,-34.6207072,-58.4425289,4.0,3.0,87.0,87.0,0,1,0
350066,-34.6123011357,-58.4569001198,1.0,1.0,45.0,41.0,0,1,0
350067,-34.612738,-58.45686,2.0,1.0,65.0,60.0,0,1,0
350068,-34.6148535,-58.4307024,5.0,3.0,258.0,258.0,0,1,0
350070,-34.6273711004,-58.4340105478,3.0,2.0,72.0,63.0,0,1,0
350071,-34.6232635273,-58.4371258312,3.0,2.0,46.0,46.0,0,1,0
350073,-34.612649,-58.456856,4.0,3.0,110.0,92.0,0,1,0
350077,-34.6237854,-58.4470666,4.0,3.0,119.0,114.0,0,1,0
350078,-34.61880110829379,-58.44193100337841,2.0,1.0,60.0,60.0,0,1,0
350080,-34.617285,-58.427836,3.0,2.0,73.0,67.0,0,1,0
350084,-34.628014,-58.434872,4.0,3.0,138.0,120.0,0,1,0
350087,-34.6105307,-58.430458,2.0,1.0,50.0,50.0,0,1,0
350098,-34.5867806,-58.451018,1.0,1.0,40.0,23.29590959020392,0,1,0
350102,-34.5865087382,-58.4513655767,1.0,1.0,34.0,31.0,0,1,0
350112,-34.6600786,-58.5031222,4.0,3.0,156.0,118.0,0,0,1
350113,-34.6550385,-58.4970102,4.0,3.0,89.0,89.0,0,1,0
350114,-34.6569614667,-58.5093402937,1.0,1.0,34.0,30.0,0,1,0
350116,-34.656958502,-58.5093300076,1.0,1.0,30.0,27.0,0,1,0
350122,-34.6198673,-58.3846744,4.0,3.0,119.0,100.0,0,0,1
350140,-34.6220593,-58.3783341,1.0,1.0,48.0,43.0,0,1,0
350144,-34.624974,-58.379308,1.0,1.0,38.0,35.0,0,1,0
350147,-34.6245877,-58.3753672,3.0,2.0,74.6226850696702,50.0,0,1,0
350167,-34.5807147,-58.451022,2.0,1.0,47.0,40.0,0,1,0
350168,-34.5712416,-58.4543014,4.0,3.0,107.0,94.0,0,1,0
350174,-34.5780662,-58.4515712,4.0,2.0,275.0,140.0,0,0,1
350177,-34.5783559656,-58.4594328376,2.0,1.0,45.0,33.0,0,1,0
350178,-34.5765665,-58.4511767,3.0,2.0,61.0,57.0,0,1,0
350180,-34.5715866,-58.4458343,3.0,2.0,70.0,65.0,0,1,0
350185,-34.5763818,-58.4473213,2.0,1.0,47.0,40.0,0,1,0
350187,-34.5794133,-58.4468636,2.0,1.0,64.0,64.0,0,0,1
350188,-34.5807267,-58.4527354,2.0,1.0,55.0,48.0,0,0,1
350189,-34.5730944,-58.45132,2.0,1.0,37.0,34.0,0,1,0
350190,-34.5770528,-58.4597833,8.0,4.0,340.0,240.0,0,0,1
350191,-34.5797453204,-58.4471513069,1.0,1.0,45.0,37.0,0,0,1
350192,-34.5797806541,-58.4471513069,1.0,1.0,60.0,48.0,0,0,1
350585,-34.6393283,-58.4991753,2.0,1.0,46.0,46.0,0,1,0
350586,-34.6378020322,-58.4958688574,2.0,1.0,75.0,45.0,0,0,1
350588,-34.6193363,-58.5242774,4.0,3.0,187.0,121.0,1,0,0
350639,-34.5807481,-58.4761359,3.0,2.0,92.83635127723079,68.0,0,1,0
350675,-34.5926779,-58.398775,1.0,1.0,25.0,25.0,0,1,0
350677,-34.59343876320982,-58.40202233299449,4.0,3.0,70.0,55.0,0,1,0
350683,-34.5878304,-58.3995221,5.0,3.0,110.0,101.0,0,1,0
350685,-34.5987018422,-58.4087276459,2.0,1.0,45.0,42.0,0,1,0
350687,-34.5946034796,-58.4005852606,1.0,1.0,22.0,22.0,0,1,0
350691,-34.5945796,-58.3881334,3.0,2.0,100.0,100.0,0,1,0
350693,-34.5849095,-58.3964273,4.0,3.0,170.0,170.0,0,1,0
350696,-34.6004890988,-58.395774163,2.0,1.0,66.0,56.0,0,0,1
350698,-34.5856354,-58.4035514,2.0,1.0,43.0,43.0,0,1,0
350705,-34.6200762,-58.504097,2.0,1.0,47.0,44.0,0,1,0
350773,-34.6042675,-58.3879417,3.0,2.0,47.0,47.0,0,1,0
350776,-34.6044629,-58.3898017,1.0,1.0,36.0,36.0,0,1,0
350780,-34.6085618,-58.3840319,7.0,3.0,75.0,75.0,0,1,0
350781,-34.606582,-58.3877396,2.0,1.0,30.0,30.0,0,1,0
350782,-34.6000112,-58.383326,2.0,1.0,40.0,33.0,0,1,0
350783,-34.603325,-58.3774533,3.0,2.0,64.0,64.0,0,1,0
350786,-34.6000555,-58.3754498,2.0,1.0,39.0,39.0,0,1,0
350789,-34.5994633,-58.3798593,3.0,2.0,77.0,69.0,0,1,0
350791,-34.6007502,-58.3727796,4.0,3.0,120.0,120.0,0,1,0
350804,-34.5984611,-58.4401211,4.0,3.0,140.0,120.0,0,1,0
350806,-34.5983503,-58.4307789,2.0,1.0,46.0,43.0,0,1,0
350807,-34.5983503,-58.4307789,1.0,1.0,46.0,43.0,0,1,0
350810,-34.6117477,-58.4640329,4.0,2.0,164.0,144.0,0,0,1
350812,-34.598574,-58.439268,2.0,1.0,59.0,50.0,0,1,0
350813,-34.6038757,-58.4369937,1.0,1.0,31.0,28.0,0,1,0
350817,-34.5951634344,-58.4434738962,2.0,1.0,38.0,35.0,0,1,0
350818,-34.5967649,-58.4522542,2.0,1.0,36.0,36.0,0,1,0
350819,-34.6023594,-58.4364885,1.0,1.0,34.0,20.473306115937874,0,1,0
350820,-34.6036278,-58.4385314,4.0,3.0,83.0,70.0,0,1,0
350823,-34.6052509,-58.4592149,3.0,2.0,62.0,62.0,0,1,0
350825,-34.5979593,-58.442389,2.0,1.0,38.0,36.0,0,1,0
350827,-34.6062022943,-58.5117646688,4.0,3.0,120.0,120.0,0,0,1
350828,-34.6070404,-58.5043678,4.0,3.0,133.0,110.0,1,0,0
350830,-34.6208944,-58.5096565,2.0,1.0,38.0,38.0,0,1,0
350835,-34.616756,-58.5015,1.0,1.0,43.0,40.0,0,1,0
350837,-34.5863189,-58.5101863,2.0,1.0,49.0,39.0,0,0,1
350838,-34.5977579,-58.5125692,4.0,3.0,123.0,98.0,0,1,0
350842,-34.687728,-58.459847,3.0,2.0,50.0,50.0,0,1,0
350843,-34.671393,-58.4730406,8.0,5.0,220.0,200.0,1,0,0
350847,-34.6215267,-58.3912053,2.0,1.0,44.0,44.0,0,1,0
350849,-34.621549,-58.38594,3.0,2.0,62.0,56.0,0,1,0
350901,-34.6049824,-58.364452,3.0,2.0,246.6406436966314,220.0,0,1,0
350907,-34.6147372,-58.3616504,2.0,1.0,87.0,87.0,0,1,0
350908,-34.6191653,-58.3604664,2.0,1.0,52.0,47.0,0,1,0
350913,-34.61259885566666,-58.36254552131132,8.0,4.0,331.0,271.0,0,1,0
350930,-34.6215983,-58.3916372,3.0,2.0,60.0,60.0,0,1,0
350931,-34.6266715293,-58.3946094074,4.0,3.0,67.0,65.0,0,1,0
350932,-34.6207414,-58.4047617,2.0,1.0,41.0,40.0,0,1,0
350934,-34.6183487479,-58.3952877376,2.0,1.0,43.0,39.0,0,1,0
350935,-34.625373004,-58.4098289968,2.0,1.0,33.0,33.0,0,1,0
350936,-34.6275021,-58.4027766,3.0,2.0,57.0,51.0,0,1,0
350937,-34.6228974732,-58.4071355153,3.0,2.0,126.0,83.0,0,0,1
350945,-34.589204,-58.4763409,3.0,2.0,83.0,83.0,0,0,1
350946,-34.5680833,-58.4980316,2.0,1.0,50.0,44.0,0,0,1
350947,-34.5791814,-58.4920173,2.0,1.0,61.62130305418848,45.0,0,1,0
350949,-34.5739662,-58.4896755,1.0,1.0,38.0,33.0,0,1,0
350951,-34.5747381,-58.4867084,4.0,3.0,98.0,88.0,0,1,0
350955,-34.5775432,-58.4874115,4.0,3.0,100.0,100.0,0,0,1
350959,-34.5708342,-58.4863746,3.0,2.0,94.0,94.0,0,0,1
350960,-34.563292,-58.485358,1.0,1.0,46.0,42.0,0,1,0
350961,-34.577157,-58.4890505,1.0,1.0,38.0,36.0,0,1,0
350962,-34.57357327850999,-58.485721665285325,1.0,1.0,42.0,39.0,0,1,0
350963,-34.575843,-58.481734,1.0,1.0,38.0,34.0,0,1,0
350965,-34.5735071,-58.4832957,3.0,2.0,74.0,69.0,0,1,0
350966,-34.5743625,-58.4845831,1.0,1.0,33.0,30.0,0,1,0
350968,-34.5681847,-58.4898067,1.0,1.0,43.0,33.0,0,1,0
350970,-34.5721003,-58.4839762,4.0,3.0,99.76651122352565,67.0,0,1,0
351179,-34.636355,-58.484033,3.0,2.0,61.0,55.0,0,1,0
351187,-34.6287259,-58.4337297,3.0,2.0,94.86009196695974,70.0,0,1,0
351190,-34.6401812,-58.4242727,3.0,2.0,69.56333334534781,45.0,0,1,0
351191,-34.6298909,-58.4274447,3.0,2.0,101.0,73.0,0,0,1
351195,-34.6296419,-58.4415407,1.0,1.0,41.0,35.0,0,1,0
351196,-34.637852,-58.4299431,2.0,1.0,43.0,43.0,0,1,0
351204,-34.637701,-58.4174684684,2.0,1.0,47.0,35.0,0,1,0
351207,-34.6298437687,-58.4001039418,2.0,1.0,31.0,31.0,0,1,0
351208,-34.6307626121,-58.4055516381,4.0,3.0,73.0,69.0,0,1,0
351210,-34.6327575734,-58.4064606826,1.0,1.0,29.0,23.0,0,1,0
351211,-34.6323126573,-58.4063015577,3.0,2.0,68.0,60.0,0,1,0
351212,-34.6376065638,-58.3894458571,5.0,3.0,210.0,123.0,0,0,1
351214,-34.6331004001,-58.4038354577,3.0,2.0,56.0,52.0,0,1,0
351215,-34.636876619,-58.4052327947,4.0,3.0,74.0,71.0,0,1,0
351218,-34.6331267,-58.4098681,2.0,1.0,47.0,42.0,0,1,0
351219,-34.6462959,-58.4092771,4.0,2.0,140.0,67.0,0,1,0
351221,-34.6137526,-58.4831786,3.0,2.0,140.0,60.0,0,0,1
351222,-34.6137526,-58.4831786,2.0,1.0,52.0,48.0,0,1,0
351223,-34.618898,-58.4844194,3.0,2.0,49.0,44.0,0,0,1
351225,-34.6183291,-58.5057331,1.0,1.0,38.0,33.0,0,1,0
351229,-34.6044798,-58.4926129,2.0,1.0,38.0,35.0,0,1,0
351230,-34.6026219,-58.493423,10.0,9.0,310.0,286.0,0,0,1
351231,-34.602758,-58.4953096,3.0,2.0,67.0,58.0,0,1,0
351238,-34.6600786,-58.5031222,4.0,3.0,156.0,118.0,0,0,1
